SeqID,Genome_id,Gene_id,prot_id,Transporter_id,Transporter_level1,Transporter_level2,Transporter_level3,Transporter_level4,Transporter_level5
Altro1_463994,Altro1,estExt_Genemark1.C_1_t20192,463994,9.B.313.1.1,9,9.B,9.B.313,9.B.313.1,9.B.313.1.1
Altro1_464149,Altro1,estExt_Genemark1.C_1_t20374,464149,2.A.1.1.7,2,2.A,2.A.1,2.A.1.1,2.A.1.1.7
Altro1_464174,Altro1,estExt_Genemark1.C_1_t20404,464174,2.A.17.2.4,2,2.A,2.A.17,2.A.17.2,2.A.17.2.4
Altro1_465398,Altro1,estExt_Genemark1.C_2_t10169,465398,2.A.50.4.10,2,2.A,2.A.50,2.A.50.4,2.A.50.4.10
Altro1_465774,Altro1,estExt_Genemark1.C_2_t20084,465774,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Altro1_465862,Altro1,estExt_Genemark1.C_2_t20177,465862,9.B.142.3.17,9,9.B,9.B.142,9.B.142.3,9.B.142.3.17
Altro1_466116,Altro1,estExt_Genemark1.C_2_t20449,466116,3.A.16.1.4,3,3.A,3.A.16,3.A.16.1,3.A.16.1.4
Altro1_466478,Altro1,estExt_Genemark1.C_2_t30366,466478,9.B.142.5.6,9,9.B,9.B.142,9.B.142.5,9.B.142.5.6
Altro1_466824,Altro1,estExt_Genemark1.C_2_t40256,466824,2.A.1.2.58,2,2.A,2.A.1,2.A.1.2,2.A.1.2.58
Altro1_467113,Altro1,estExt_Genemark1.C_3_t10269,467113,2.A.7.28.12,2,2.A,2.A.7,2.A.7.28,2.A.7.28.12
Altro1_467531,Altro1,estExt_Genemark1.C_3_t20239,467531,9.A.26.1.1,9,9.A,9.A.26,9.A.26.1,9.A.26.1.1
Altro1_467850,Altro1,estExt_Genemark1.C_3_t30104,467850,2.A.3.4.1,2,2.A,2.A.3,2.A.3.4,2.A.3.4.1
Altro1_468154,Altro1,estExt_Genemark1.C_4_t10226,468154,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Altro1_468265,Altro1,estExt_Genemark1.C_4_t10349,468265,2.A.1.7.25,2,2.A,2.A.1,2.A.1.7,2.A.1.7.25
Altro1_468848,Altro1,estExt_Genemark1.C_4_t30028,468848,1.A.4.4.3,1,1.A,1.A.4,1.A.4.4,1.A.4.4.3
Altro1_469243,Altro1,estExt_Genemark1.C_5_t10257,469243,2.A.3.4.2,2,2.A,2.A.3,2.A.3.4,2.A.3.4.2
Altro1_469476,Altro1,estExt_Genemark1.C_5_t20029,469476,2.A.1.1.73,2,2.A,2.A.1,2.A.1.1,2.A.1.1.73
Altro1_469601,Altro1,estExt_Genemark1.C_5_t20173,469601,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Altro1_469914,Altro1,estExt_Genemark1.C_6_t10105,469914,1.N.5.1.6,1,1.N,1.N.5,1.N.5.1,1.N.5.1.6
Altro1_470264,Altro1,estExt_Genemark1.C_6_t10495,470264,8.A.125.1.4,8,8.A,8.A.125,8.A.125.1,8.A.125.1.4
Altro1_470634,Altro1,estExt_Genemark1.C_7_t10009,470634,9.B.57.1.1,9,9.B,9.B.57,9.B.57.1,9.B.57.1.1
Altro1_470680,Altro1,estExt_Genemark1.C_7_t10071,470680,2.A.1.1.39,2,2.A,2.A.1,2.A.1.1,2.A.1.1.39
Altro1_470770,Altro1,estExt_Genemark1.C_7_t10183,470770,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Altro1_470792,Altro1,estExt_Genemark1.C_7_t10211,470792,2.A.1.1.142,2,2.A,2.A.1,2.A.1.1,2.A.1.1.142
Altro1_471323,Altro1,estExt_Genemark1.C_7_t20320,471323,3.A.1.211.19,3,3.A,3.A.1,3.A.1.211,3.A.1.211.19
Altro1_471462,Altro1,estExt_Genemark1.C_8_t10120,471462,2.A.1.2.36,2,2.A,2.A.1,2.A.1.2,2.A.1.2.36
Altro1_471770,Altro1,estExt_Genemark1.C_8_t10460,471770,2.A.1.2.114,2,2.A,2.A.1,2.A.1.2,2.A.1.2.114
Altro1_471991,Altro1,estExt_Genemark1.C_9_t10096,471991,9.A.76.1.12,9,9.A,9.A.76,9.A.76.1,9.A.76.1.12
Altro1_472172,Altro1,estExt_Genemark1.C_9_t10301,472172,8.A.68.1.1,8,8.A,8.A.68,8.A.68.1,8.A.68.1.1
Altro1_472938,Altro1,estExt_Genemark1.C_10_t20063,472938,2.A.1.7.13,2,2.A,2.A.1,2.A.1.7,2.A.1.7.13
Altro1_47329,Altro1,CE47328_590,47329,2.A.1.2.35,2,2.A,2.A.1,2.A.1.2,2.A.1.2.35
Altro1_473973,Altro1,estExt_Genemark1.C_170009,473973,2.A.1.1.57,2,2.A,2.A.1,2.A.1.1,2.A.1.1.57
Altro1_48095,Altro1,CE48094_233,48095,2.A.1.48.3,2,2.A,2.A.1,2.A.1.48,2.A.1.48.3
Altro1_48332,Altro1,CE48331_210,48332,9.B.313.1.5,9,9.B,9.B.313,9.B.313.1,9.B.313.1.5
Altro1_48552,Altro1,CE48551_6604,48552,2.A.53.3.7,2,2.A,2.A.53,2.A.53.3,2.A.53.3.7
Altro1_48880,Altro1,CE48879_162,48880,9.A.26.1.2,9,9.A,9.A.26,9.A.26.1,9.A.26.1.2
Altro1_50341,Altro1,CE50340_18623,50341,2.A.39.3.10,2,2.A,2.A.39,2.A.39.3,2.A.39.3.10
Altro1_50661,Altro1,CE50660_4457,50661,8.A.109.1.3,8,8.A,8.A.109,8.A.109.1,8.A.109.1.3
Altro1_51027,Altro1,CE51026_2634,51027,2.A.1.13.4,2,2.A,2.A.1,2.A.1.13,2.A.1.13.4
Altro1_5108,Altro1,CE5107_3557,5108,1.I.1.1.2,1,1.I,1.I.1,1.I.1.1,1.I.1.1.2
Altro1_53190,Altro1,CE53189_8435,53190,5.B.1.5.4,5,5.B,5.B.1,5.B.1.5,5.B.1.5.4
Altro1_53500,Altro1,CE53499_165,53500,9.B.313.1.1,9,9.B,9.B.313,9.B.313.1,9.B.313.1.1
Altro1_54634,Altro1,CE54633_5541,54634,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Altro1_54662,Altro1,CE54661_7819,54662,8.A.108.1.2,8,8.A,8.A.108,8.A.108.1,8.A.108.1.2
Altro1_55586,Altro1,CE55585_261,55586,2.A.1.1.40,2,2.A,2.A.1,2.A.1.1,2.A.1.1.40
Altro1_55599,Altro1,CE55598_1148,55599,8.A.93.1.1,8,8.A,8.A.93,8.A.93.1,8.A.93.1.1
Altro1_55788,Altro1,CE55787_770,55788,9.B.313.1.9,9,9.B,9.B.313,9.B.313.1,9.B.313.1.9
Altro1_5595,Altro1,CE5594_136,5595,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Altro1_56258,Altro1,CE56257_86204,56258,2.A.67.1.7,2,2.A,2.A.67,2.A.67.1,2.A.67.1.7
Altro1_56282,Altro1,CE56281_649,56282,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Altro1_57169,Altro1,CE57168_563,57169,2.A.1.19.38,2,2.A,2.A.1,2.A.1.19,2.A.1.19.38
Altro1_57543,Altro1,CE57542_1514,57543,2.A.1.2.85,2,2.A,2.A.1,2.A.1.2,2.A.1.2.85
Altro1_58215,Altro1,CE58214_634,58215,9.B.313.1.3,9,9.B,9.B.313,9.B.313.1,9.B.313.1.3
Altro1_592,Altro1,CE591_302,592,2.A.1.3.47,2,2.A,2.A.1,2.A.1.3,2.A.1.3.47
Altro1_59498,Altro1,CE59497_23745,59498,2.A.3.4.2,2,2.A,2.A.3,2.A.3.4,2.A.3.4.2
Altro1_59858,Altro1,CE59857_2082,59858,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Altro1_6147,Altro1,CE6146_843,6147,2.A.37.2.3,2,2.A,2.A.37,2.A.37.2,2.A.37.2.3
Altro1_61506,Altro1,CE61505_649,61506,9.B.313.1.9,9,9.B,9.B.313,9.B.313.1,9.B.313.1.9
Altro1_61892,Altro1,CE61891_602,61892,2.A.53.1.2,2,2.A,2.A.53,2.A.53.1,2.A.53.1.2
Altro1_63130,Altro1,CE63129_17678,63130,5.B.1.1.10,5,5.B,5.B.1,5.B.1.1,5.B.1.1.10
Altro1_63367,Altro1,CE63366_1017,63367,2.A.5.1.1,2,2.A,2.A.5,2.A.5.1,2.A.5.1.1
Altro1_63417,Altro1,CE63416_847,63417,9.B.313.1.9,9,9.B,9.B.313,9.B.313.1,9.B.313.1.9
Altro1_63929,Altro1,CE63928_41172,63929,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Altro1_64190,Altro1,CE64189_1905,64190,2.A.59.1.7,2,2.A,2.A.59,2.A.59.1,2.A.59.1.7
Altro1_65272,Altro1,CE65271_33044,65272,2.A.3.4.2,2,2.A,2.A.3,2.A.3.4,2.A.3.4.2
Altro1_65525,Altro1,CE65524_33033,65525,1.A.8.6.4,1,1.A,1.A.8,1.A.8.6,1.A.8.6.4
Altro1_6639,Altro1,CE6638_986,6639,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Altro1_68834,Altro1,CE68833_8599,68834,3.A.1.210.1,3,3.A,3.A.1,3.A.1.210,3.A.1.210.1
Altro1_69294,Altro1,CE69293_1645,69294,2.A.1.1.69,2,2.A,2.A.1,2.A.1.1,2.A.1.1.69
Altro1_7126,Altro1,CE7125_108,7126,2.A.7.28.12,2,2.A,2.A.7,2.A.7.28,2.A.7.28.12
Altro1_71650,Altro1,CE71649_820,71650,2.A.1.2.114,2,2.A,2.A.1,2.A.1.2,2.A.1.2.114
Altro1_71679,Altro1,CE71678_3479,71679,2.A.72.3.2,2,2.A,2.A.72,2.A.72.3,2.A.72.3.2
Altro1_71908,Altro1,CE71907_1118,71908,2.A.1.1.34,2,2.A,2.A.1,2.A.1.1,2.A.1.1.34
Altro1_72081,Altro1,CE72080_28017,72081,1.A.4.9.1,1,1.A,1.A.4,1.A.4.9,1.A.4.9.1
Altro1_72105,Altro1,CE72104_393,72105,2.A.3.4.1,2,2.A,2.A.3,2.A.3.4,2.A.3.4.1
Altro1_72144,Altro1,CE72143_71,72144,9.B.313.1.3,9,9.B,9.B.313,9.B.313.1,9.B.313.1.3
Altro1_73073,Altro1,CE73072_48,73073,9.B.45.2.1,9,9.B,9.B.45,9.B.45.2,9.B.45.2.1
Altro1_73277,Altro1,CE73276_5772,73277,2.A.7.25.5,2,2.A,2.A.7,2.A.7.25,2.A.7.25.5
Altro1_7401,Altro1,CE7400_12647,7401,3.A.2.2.3,3,3.A,3.A.2,3.A.2.2,3.A.2.2.3
Altro1_7466,Altro1,CE7465_9407,7466,9.A.26.1.4,9,9.A,9.A.26,9.A.26.1,9.A.26.1.4
Altro1_74891,Altro1,CE74890_4108,74891,3.D.4.8.1,3,3.D,3.D.4,3.D.4.8,3.D.4.8.1
Altro1_75270,Altro1,CE75269_864,75270,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Altro1_75342,Altro1,CE75341_6624,75342,2.A.52.1.8,2,2.A,2.A.52,2.A.52.1,2.A.52.1.8
Altro1_75562,Altro1,CE75561_140,75562,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Altro1_75699,Altro1,CE75698_2592,75699,9.B.115.1.8,9,9.B,9.B.115,9.B.115.1,9.B.115.1.8
Altro1_76852,Altro1,CE76851_2711,76852,2.A.1.16.1,2,2.A,2.A.1,2.A.1.16,2.A.1.16.1
Altro1_77327,Altro1,CE77326_1541,77327,2.A.1.19.48,2,2.A,2.A.1,2.A.1.19,2.A.1.19.48
Altro1_78500,Altro1,CE78499_3786,78500,2.A.7.24.11,2,2.A,2.A.7,2.A.7.24,2.A.7.24.11
Altro1_79273,Altro1,CE79272_16310,79273,2.A.49.2.8,2,2.A,2.A.49,2.A.49.2,2.A.49.2.8
Altro1_79377,Altro1,CE79376_25028,79377,2.A.1.8.5,2,2.A,2.A.1,2.A.1.8,2.A.1.8.5
Altro1_7961,Altro1,CE7960_4774,7961,9.B.56.2.3,9,9.B,9.B.56,9.B.56.2,9.B.56.2.3
Altro1_80264,Altro1,CE80263_105,80264,9.A.26.1.1,9,9.A,9.A.26,9.A.26.1,9.A.26.1.1
Altro1_8050,Altro1,CE8049_2922,8050,2.A.38.2.5,2,2.A,2.A.38,2.A.38.2,2.A.38.2.5
Altro1_8076,Altro1,CE8075_7241,8076,4.E.1.1.3,4,4.E,4.E.1,4.E.1.1,4.E.1.1.3
Altro1_82736,Altro1,CE82735_1762,82736,3.A.1.206.1,3,3.A,3.A.1,3.A.1.206,3.A.1.206.1
Altro1_82901,Altro1,CE82900_1813,82901,9.B.142.18.1,9,9.B,9.B.142,9.B.142.18,9.B.142.18.1
Altro1_83461,Altro1,CE83460_1077,83461,2.A.1.9.2,2,2.A,2.A.1,2.A.1.9,2.A.1.9.2
Altro1_83468,Altro1,CE83467_9011,83468,1.A.111.1.2,1,1.A,1.A.111,1.A.111.1,1.A.111.1.2
Altro1_84500,Altro1,CE84499_8707,84500,2.A.96.1.3,2,2.A,2.A.96,2.A.96.1,2.A.96.1.3
Altro1_8464,Altro1,CE8463_676,8464,2.A.66.3.1,2,2.A,2.A.66,2.A.66.3,2.A.66.3.1
Altro1_84820,Altro1,CE84819_3990,84820,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Altro1_84988,Altro1,CE84987_323,84988,2.A.82.1.8,2,2.A,2.A.82,2.A.82.1,2.A.82.1.8
Altro1_85509,Altro1,CE85508_5214,85509,2.A.5.6.1,2,2.A,2.A.5,2.A.5.6,2.A.5.6.1
Altro1_85653,Altro1,CE85652_19709,85653,2.A.29.4.4,2,2.A,2.A.29,2.A.29.4,2.A.29.4.4
Altro1_85959,Altro1,CE85958_604,85959,9.B.313.1.2,9,9.B,9.B.313,9.B.313.1,9.B.313.1.2
Altro1_86355,Altro1,CE86354_13710,86355,8.A.61.1.1,8,8.A,8.A.61,8.A.61.1,8.A.61.1.1
Altro1_86692,Altro1,CE86691_10334,86692,2.A.43.1.2,2,2.A,2.A.43,2.A.43.1,2.A.43.1.2
Altro1_87767,Altro1,CE87766_5905,87767,1.H.3.2.4,1,1.H,1.H.3,1.H.3.2,1.H.3.2.4
Altro1_88106,Altro1,CE88105_470,88106,9.B.313.1.1,9,9.B,9.B.313,9.B.313.1,9.B.313.1.1
Altro1_88108,Altro1,CE88107_180,88108,9.B.313.1.3,9,9.B,9.B.313,9.B.313.1,9.B.313.1.3
Altro1_88139,Altro1,CE88138_248,88139,2.A.1.1.138,2,2.A,2.A.1,2.A.1.1,2.A.1.1.138
Altro1_88224,Altro1,CE88223_8103,88224,2.A.1.2.114,2,2.A,2.A.1,2.A.1.2,2.A.1.2.114
Altro1_89266,Altro1,CE89265_8780,89266,2.A.1.48.4,2,2.A,2.A.1,2.A.1.48,2.A.1.48.4
Altro1_89354,Altro1,CE89353_14501,89354,9.A.27.1.6,9,9.A,9.A.27,9.A.27.1,9.A.27.1.6
Altro1_89869,Altro1,CE89868_1447,89869,2.A.37.2.3,2,2.A,2.A.37,2.A.37.2,2.A.37.2.3
Altro1_89898,Altro1,CE89897_1607,89898,2.A.20.2.1,2,2.A,2.A.20,2.A.20.2,2.A.20.2.1
Altro1_90053,Altro1,CE90052_5328,90053,2.A.5.1.14,2,2.A,2.A.5,2.A.5.1,2.A.5.1.14
Altro1_90100,Altro1,CE90099_1269,90100,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Altro1_90214,Altro1,CE90213_134053,90214,2.A.1.13.4,2,2.A,2.A.1,2.A.1.13,2.A.1.13.4
Altro1_90293,Altro1,CE90292_5639,90293,1.A.17.5.5,1,1.A,1.A.17,1.A.17.5,1.A.17.5.5
Altro1_9173,Altro1,CE9172_720,9173,2.A.20.2.1,2,2.A,2.A.20,2.A.20.2,2.A.20.2.1
Altro1_91970,Altro1,CE91969_39172,91970,1.H.1.4.3,1,1.H,1.H.1,1.H.1.4,1.H.1.4.3
Altro1_92033,Altro1,CE92032_304,92033,2.A.1.1.140,2,2.A,2.A.1,2.A.1.1,2.A.1.1.140
Altro1_92579,Altro1,CE92578_311,92579,2.A.1.2.33,2,2.A,2.A.1,2.A.1.2,2.A.1.2.33
Altro1_92658,Altro1,CE92657_7079,92658,2.A.43.3.1,2,2.A,2.A.43,2.A.43.3,2.A.43.3.1
Altro1_92796,Altro1,CE92795_1850,92796,2.A.1.2.35,2,2.A,2.A.1,2.A.1.2,2.A.1.2.35
Altro1_93025,Altro1,CE93024_3197,93025,2.A.1.2.33,2,2.A,2.A.1,2.A.1.2,2.A.1.2.33
Altro1_93220,Altro1,CE93219_1214,93220,2.A.1.14.4,2,2.A,2.A.1,2.A.1.14,2.A.1.14.4
Altro1_93394,Altro1,CE93393_3070,93394,2.A.1.2.78,2,2.A,2.A.1,2.A.1.2,2.A.1.2.78
Altro1_9361,Altro1,CE9360_1050,9361,9.B.313.1.7,9,9.B,9.B.313,9.B.313.1,9.B.313.1.7
Altro1_95092,Altro1,CE95091_9498,95092,5.B.2.3.5,5,5.B,5.B.2,5.B.2.3,5.B.2.3.5
Altro1_95356,Altro1,CE95355_68976,95356,3.E.1.4.3,3,3.E,3.E.1,3.E.1.4,3.E.1.4.3
Altro1_95417,Altro1,CE95416_486,95417,2.A.1.1.119,2,2.A,2.A.1,2.A.1.1,2.A.1.1.119
Altro1_95635,Altro1,CE95634_158,95635,1.A.8.6.4,1,1.A,1.A.8,1.A.8.6,1.A.8.6.4
Altro1_95668,Altro1,CE95667_992,95668,3.A.3.2.27,3,3.A,3.A.3,3.A.3.2,3.A.3.2.27
Altro1_95976,Altro1,CE95975_1778,95976,2.A.1.1.40,2,2.A,2.A.1,2.A.1.1,2.A.1.1.40
Altro1_96267,Altro1,CE96266_846,96267,2.A.28.3.7,2,2.A,2.A.28,2.A.28.3,2.A.28.3.7
Altro1_96312,Altro1,CE96311_3617,96312,9.B.313.1.4,9,9.B,9.B.313,9.B.313.1,9.B.313.1.4
Altro1_96979,Altro1,CE96978_3148,96979,9.B.313.1.2,9,9.B,9.B.313,9.B.313.1,9.B.313.1.2
Altro1_9860,Altro1,CE9859_5320,9860,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Altro1_9911,Altro1,CE9910_9243,9911,8.A.174.1.1,8,8.A,8.A.174,8.A.174.1,8.A.174.1.1
Altro1_9917,Altro1,CE9916_820,9917,2.A.1.1.73,2,2.A,2.A.1,2.A.1.1,2.A.1.1.73
Altro1_99371,Altro1,CE99370_2212,99371,2.A.1.2.28,2,2.A,2.A.1,2.A.1.2,2.A.1.2.28
Amamu1_155875,Amamu1,fgenesh1_kg.2_#_401_#_Locus4155v1rpkm54.62,155875,9.B.104.1.12,9,9.B,9.B.104,9.B.104.1,9.B.104.1.12
Amamu1_20375,Amamu1,estExt_Genemark1.C_20279,20375,2.A.29.8.2,2,2.A,2.A.29,2.A.29.8,2.A.29.8.2
Amamu1_155863,Amamu1,fgenesh1_kg.2_#_389_#_Locus11715v1rpkm9.14,155863,8.A.159.1.7,8,8.A,8.A.159,8.A.159.1,8.A.159.1.7
Amamu1_499415,Amamu1,CE298178_51921,499415,5.B.1.1.10,5,5.B,5.B.1,5.B.1.1,5.B.1.1.10
Amamu1_6785,Amamu1,gm1.795_g,6785,9.A.76.1.12,9,9.A,9.A.76,9.A.76.1,9.A.76.1.12
Amamu1_66803,Amamu1,e_gw1.2.693.1,66803,3.D.1.6.2,3,3.D,3.D.1,3.D.1.6,3.D.1.6.2
Amamu1_66185,Amamu1,e_gw1.2.1037.1,66185,2.A.29.1.7,2,2.A,2.A.29,2.A.29.1,2.A.29.1.7
Amamu1_497763,Amamu1,CE296526_1486,497763,2.A.29.1.9,2,2.A,2.A.29,2.A.29.1,2.A.29.1.9
Amamu1_183446,Amamu1,fgenesh1_pm.2_#_255,183446,8.A.169.1.9,8,8.A,8.A.169,8.A.169.1,8.A.169.1.9
Amamu1_6757,Amamu1,gm1.767_g,6757,1.A.35.2.1,1,1.A,1.A.35,1.A.35.2,1.A.35.2.1
Amamu1_183434,Amamu1,fgenesh1_pm.2_#_243,183434,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Amamu1_183429,Amamu1,fgenesh1_pm.2_#_238,183429,2.A.7.24.7,2,2.A,2.A.7,2.A.7.24,2.A.7.24.7
Amamu1_6734,Amamu1,gm1.744_g,6734,2.A.7.29.3,2,2.A,2.A.7,2.A.7.29,2.A.7.29.3
Amamu1_183403,Amamu1,fgenesh1_pm.2_#_212,183403,1.B.69.2.2,1,1.B,1.B.69,1.B.69.2,1.B.69.2.2
Amamu1_115937,Amamu1,estExt_Genewise1Plus.C_2_t10490,115937,2.A.4.2.8,2,2.A,2.A.4,2.A.4.2,2.A.4.2.8
Amamu1_155657,Amamu1,fgenesh1_kg.2_#_183_#_Locus4450v1rpkm50.63,155657,2.A.7.24.5,2,2.A,2.A.7,2.A.7.24,2.A.7.24.5
Amamu1_155600,Amamu1,fgenesh1_kg.2_#_126_#_Locus4188v2rpkm49.74,155600,2.A.18.5.2,2,2.A,2.A.18,2.A.18.5,2.A.18.5.2
Amamu1_183270,Amamu1,fgenesh1_pm.2_#_79,183270,3.D.5.1.1,3,3.D,3.D.5,3.D.5.1,3.D.5.1.1
Amamu1_155584,Amamu1,fgenesh1_kg.2_#_110_#_Locus1983v1rpkm109.43,155584,2.A.3.10.17,2,2.A,2.A.3,2.A.3.10,2.A.3.10.17
Amamu1_183212,Amamu1,fgenesh1_pm.2_#_21,183212,1.A.111.1.2,1,1.A,1.A.111,1.A.111.1,1.A.111.1.2
Amamu1_1034691,Amamu1,MIX15770_14728_51,1034691,2.A.1.25.4,2,2.A,2.A.1,2.A.1.25,2.A.1.25.4
Amamu1_155458,Amamu1,fgenesh1_kg.1_#_875_#_Locus2197v1rpkm98.96,155458,1.H.1.3.1,1,1.H,1.H.1,1.H.1.3,1.H.1.3.1
Amamu1_94783,Amamu1,estExt_Genewise1.C_1_t30305,94783,2.A.1.1.73,2,2.A,2.A.1,2.A.1.1,2.A.1.1.73
Amamu1_65118,Amamu1,e_gw1.1.1446.1,65118,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Amamu1_183143,Amamu1,fgenesh1_pm.1_#_390,183143,2.A.29.29.1,2,2.A,2.A.29,2.A.29.29,2.A.29.29.1
Amamu1_155394,Amamu1,fgenesh1_kg.1_#_811_#_Locus1949v1rpkm111.01,155394,2.A.29.8.1,2,2.A,2.A.29,2.A.29.8,2.A.29.8.1
Amamu1_64587,Amamu1,e_gw1.1.858.1,64587,2.A.79.1.10,2,2.A,2.A.79,2.A.79.1,2.A.79.1.10
Amamu1_115103,Amamu1,estExt_Genewise1Plus.C_1_t20492,115103,3.D.4.8.1,3,3.D,3.D.4,3.D.4.8,3.D.4.8.1
Amamu1_236513,Amamu1,CE35276_6574,236513,2.A.4.5.2,2,2.A,2.A.4,2.A.4.5,2.A.4.5.2
Amamu1_64796,Amamu1,e_gw1.1.230.1,64796,1.A.14.1.5,1,1.A,1.A.14,1.A.14.1,1.A.14.1.5
Amamu1_155229,Amamu1,fgenesh1_kg.1_#_646_#_Locus7656v1rpkm23.59,155229,1.A.17.5.17,1,1.A,1.A.17,1.A.17.5,1.A.17.5.17
Amamu1_155187,Amamu1,fgenesh1_kg.1_#_604_#_Locus690v1rpkm285.68,155187,4.D.1.1.16,4,4.D,4.D.1,4.D.1.1,4.D.1.1.16
Amamu1_155178,Amamu1,fgenesh1_kg.1_#_595_#_Locus5985v1rpkm34.64,155178,1.A.1.5.35,1,1.A,1.A.1,1.A.1.5,1.A.1.5.35
Amamu1_155162,Amamu1,fgenesh1_kg.1_#_579_#_Locus1990v1rpkm109.11,155162,1.H.3.2.5,1,1.H,1.H.3,1.H.3.2,1.H.3.2.5
Amamu1_182928,Amamu1,fgenesh1_pm.1_#_175,182928,3.A.1.208.12,3,3.A,3.A.1,3.A.1.208,3.A.1.208.12
Amamu1_182891,Amamu1,fgenesh1_pm.1_#_138,182891,2.A.100.1.3,2,2.A,2.A.100,2.A.100.1,2.A.100.1.3
Amamu1_93993,Amamu1,estExt_Genewise1.C_1_t10474,93993,2.A.7.16.1,2,2.A,2.A.7,2.A.7.16,2.A.7.16.1
Amamu1_188906,Amamu1,estExt_fgenesh1_pm.C_10123,188906,3.A.1.208.12,3,3.A,3.A.1,3.A.1.208,3.A.1.208.12
Amamu1_188903,Amamu1,estExt_fgenesh1_pm.C_10120,188903,9.B.143.5.2,9,9.B,9.B.143,9.B.143.5,9.B.143.5.2
Amamu1_114485,Amamu1,estExt_Genewise1Plus.C_1_t10353,114485,3.A.1.205.6,3,3.A,3.A.1,3.A.1.205,3.A.1.205.6
Amamu1_194546,Amamu1,estExt_fgenesh1_pg.C_10104,194546,1.A.35.3.2,1,1.A,1.A.35,1.A.35.3,1.A.35.3.2
Amamu1_64687,Amamu1,e_gw1.1.1054.1,64687,4.D.1.1.12,4,4.D,4.D.1,4.D.1.1,4.D.1.1.12
Amamu1_65400,Amamu1,e_gw1.1.306.1,65400,4.F.1.1.2,4,4.F,4.F.1,4.F.1.1,4.F.1.1.2
Amamu1_114361,Amamu1,estExt_Genewise1Plus.C_1_t10204,114361,2.A.55.1.2,2,2.A,2.A.55,2.A.55.1,2.A.55.1.2
Amamu1_154587,Amamu1,fgenesh1_kg.1_#_4_#_Locus8473v1rpkm19.63,154587,2.A.121.2.10,2,2.A,2.A.121,2.A.121.2,2.A.121.2.10
Amamu1_67185,Amamu1,e_gw1.2.338.1,67185,2.A.67.1.5,2,2.A,2.A.67,2.A.67.1,2.A.67.1.5
Amamu1_502035,Amamu1,CE300798_6000,502035,9.A.55.2.1,9,9.A,9.A.55,9.A.55.2,9.A.55.2.1
Amamu1_183534,Amamu1,fgenesh1_pm.2_#_343,183534,2.A.1.3.79,2,2.A,2.A.1,2.A.1.3,2.A.1.3.79
Amamu1_6885,Amamu1,gm1.895_g,6885,2.A.1.7.13,2,2.A,2.A.1,2.A.1.7,2.A.1.7.13
Amamu1_155989,Amamu1,fgenesh1_kg.2_#_515_#_Locus1103v1rpkm184.14,155989,8.A.124.1.1,8,8.A,8.A.124,8.A.124.1,8.A.124.1.1
Amamu1_66072,Amamu1,e_gw1.2.464.1,66072,1.A.56.3.2,1,1.A,1.A.56,1.A.56.3,1.A.56.3.2
Amamu1_116676,Amamu1,estExt_Genewise1Plus.C_2_t30243,116676,9.A.34.1.1,9,9.A,9.A.34,9.A.34.1,9.A.34.1.1
Amamu1_6996,Amamu1,gm1.1006_g,6996,8.A.32.1.4,8,8.A,8.A.32,8.A.32.1,8.A.32.1.4
Amamu1_116876,Amamu1,estExt_Genewise1Plus.C_3_t10148,116876,3.A.3.5.9,3,3.A,3.A.3,3.A.3.5,3.A.3.5.9
Amamu1_183673,Amamu1,fgenesh1_pm.3_#_48,183673,3.A.3.5.9,3,3.A,3.A.3,3.A.3.5,3.A.3.5.9
Amamu1_156143,Amamu1,fgenesh1_kg.3_#_75_#_Locus6644v1rpkm29.51,156143,2.A.29.6.2,2,2.A,2.A.29,2.A.29.6,2.A.29.6.2
Amamu1_68202,Amamu1,e_gw1.3.339.1,68202,4.D.1.1.16,4,4.D,4.D.1,4.D.1.1,4.D.1.1.16
Amamu1_156155,Amamu1,fgenesh1_kg.3_#_87_#_Locus7688v1rpkm23.41,156155,2.A.1.14.8,2,2.A,2.A.1,2.A.1.14,2.A.1.14.8
