	Genome_id	Species	Assembly_Length	Gene_number	Status	Publish_link	TaxID	superkingdom	kingdom	phylum	class	order	family	genus	species	taxonomy	Unnamed: 0	jrk_template	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
105	Asppseute1	Aspergillus pseudoterreus	29,514,308	10,945	published	https://www.ncbi.nlm.nih.gov/pubmed/32162091	1565506.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus pseudoterreus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus pseudoterreus	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
106	Aspram1	Aspergillus rambellii	26,435,630	7,761	published	https://www.ncbi.nlm.nih.gov/pubmed/26637470	308745.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus rambellii	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus rambellii	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
107	Aspsac1	Aspergillus saccharolyticus	31,096,189	10,066	published	https://www.ncbi.nlm.nih.gov/pubmed/30349117	979771.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus saccharolyticus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus saccharolyticus	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
108	Aspscle1	Aspergillus sclerotiicarbonarius	37,621,264	12,571	published	https://www.ncbi.nlm.nih.gov/pubmed/30349117	487660.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sclerotiicarbonarius	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus sclerotiicarbonarius	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
109	Aspscl1	Aspergillus sclerotioniger	36,720,365	12,338	published	https://www.ncbi.nlm.nih.gov/pubmed/30349117	319627.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sclerotioniger	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus sclerotioniger	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
110	Aspser1	Aspergillus sergii	38,325,693	13,713	published	https://www.ncbi.nlm.nih.gov/pubmed/32107379	1034303.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sergii	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus sergii	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
111	Aspste1	Aspergillus steynii	37,847,960	13,211	published	https://www.ncbi.nlm.nih.gov/pubmed/29317534	306088.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus steynii	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus steynii	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
112	Aspsy1	Aspergillus sydowii	34,381,026	13,620	published	https://www.ncbi.nlm.nih.gov/pubmed/28196534	75750.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus sydowii	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
113	Asptaic1	Aspergillus taichungensis	27,121,736	9,692	published	https://www.ncbi.nlm.nih.gov/pubmed/29317534	482145.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus taichungensis	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus taichungensis	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
114	Asptam1	Aspergillus tamarii	38,511,287	13,331	published	https://www.ncbi.nlm.nih.gov/pubmed/32107379	41984.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tamarii	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus tamarii	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
115	Aspte1	Aspergillus terreus	29,331,195	10,406	published	https://www.ncbi.nlm.nih.gov/pubmed/22080559	33178.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus terreus	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
116	Asptra1	Aspergillus transmontanensis	39,338,775	14,216	published	https://www.ncbi.nlm.nih.gov/pubmed/32107379	1034304.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus transmontanensis	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus transmontanensis	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
117	Asptu1	Aspergillus tubingensis	35,146,149	12,322	published	https://www.ncbi.nlm.nih.gov/pubmed/28196534	5068.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus tubingensis	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
118	Aspuda1	Aspergillus udagawae	32,185,562	9,999	published	https://www.ncbi.nlm.nih.gov/pubmed/26251487	91492.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus udagawae	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus udagawae	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
119	Aspuva1	Aspergillus uvarum	35,850,703	12,017	published	https://www.ncbi.nlm.nih.gov/pubmed/30349117	446911.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus uvarum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus uvarum	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
120	Aspvad1	Aspergillus vadensis	35,663,374	12,132	published	https://www.ncbi.nlm.nih.gov/pubmed/30349117	288669.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus vadensis	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus vadensis	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
121	Aspve1	Aspergillus versicolor	33,126,810	13,228	published	https://www.ncbi.nlm.nih.gov/pubmed/28196534	46472.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus versicolor	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
122	Aspvio1	Aspergillus violaceofuscus	36,012,865	12,082	published	https://www.ncbi.nlm.nih.gov/pubmed/30349117	657443.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus violaceofuscus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus violaceofuscus	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
123	Aspwel1	Aspergillus welwitschiae	37,511,876	13,687	published	https://www.ncbi.nlm.nih.gov/pubmed/30349117	1341132.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus welwitschiae	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus welwitschiae	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
124	Aspwe1	Aspergillus wentii	31,350,635	12,442	published	https://www.ncbi.nlm.nih.gov/pubmed/28196534	5066.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus wentii	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus wentii	4436.0	jrk00692		unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte		leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite		filamentous_mycelium						
125	Aspzo1	Aspergillus zonatus	28,924,210	9,886	published	https://www.ncbi.nlm.nih.gov/pubmed/28196534	41063.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicilliopsis	Penicilliopsis zonata	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicilliopsis;s__Penicilliopsis zonata	4454.0	jrk06286		litter_saprotroph					leaf/fruit/seed	mold	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
126	Astsub1	Astrocystis sublimbata	42,778,081	12,484	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	743114.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Astrocystis	Astrocystis sublimbata	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Astrocystis;s__Astrocystis sublimbata	7970.0	jrk00739		wood_saprotroph	litter_saprotroph				wood,leaf/fruit/seed		partly_aquatic		Poales	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
127	Aulhe2	Aulographum hederae	31,983,478	12,127	published	https://www.ncbi.nlm.nih.gov/pubmed/32206138	1176130.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Aulographales	Aulographaceae	Aulographum	Aulographum hederae	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Aulographales;f__Aulographaceae;g__Aulographum;s__Aulographum hederae	3126.0	jrk00787		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium	thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)	closed				
128	AurpulNBB1	Aureobasidium pullulans	28,411,403	10,925	published	https://www.ncbi.nlm.nih.gov/pubmed/34395586	5580.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium pullulans	3112.0	jrk00798		sooty_mold	litter_saprotroph	hyperviariable	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,animal_material,sugar-rich_substrates		partly_aquatic	animal_parasite		dimorphic_yeast						
129	Aurpu_var_mel1	Aureobasidium pullulans	26,203,324	10,594	published	https://www.ncbi.nlm.nih.gov/pubmed/24984952	5580.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium pullulans	3112.0	jrk00798		sooty_mold	litter_saprotroph	hyperviariable	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,animal_material,sugar-rich_substrates		partly_aquatic	animal_parasite		dimorphic_yeast						
130	Aurpu_var_nam1	Aureobasidium pullulans	25,428,601	10,266	published	https://www.ncbi.nlm.nih.gov/pubmed/24984952	5580.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium pullulans	3112.0	jrk00798		sooty_mold	litter_saprotroph	hyperviariable	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,animal_material,sugar-rich_substrates		partly_aquatic	animal_parasite		dimorphic_yeast						
131	Aurpu_var_pul1	Aureobasidium pullulans	29,621,078	11,866	published	https://www.ncbi.nlm.nih.gov/pubmed/24984952	5580.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium pullulans	3112.0	jrk00798		sooty_mold	litter_saprotroph	hyperviariable	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,animal_material,sugar-rich_substrates		partly_aquatic	animal_parasite		dimorphic_yeast						
132	Aurpu_var_sub1	Aureobasidium pullulans	25,796,716	10,809	published	https://www.ncbi.nlm.nih.gov/pubmed/24984952	5580.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium pullulans	3112.0	jrk00798		sooty_mold	litter_saprotroph	hyperviariable	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,animal_material,sugar-rich_substrates		partly_aquatic	animal_parasite		dimorphic_yeast						
133	Aurde3_1	Auricularia subglabra	76,853,599	25,459	published	https://www.ncbi.nlm.nih.gov/pubmed/22745431	1331295.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia subglabra	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariaceae;g__Auricularia;s__Auricularia subglabra	8700.0	jrk00800		wood_saprotroph					wood		partly_aquatic			filamentous_mycelium	tremelloid	smooth				
134	Auramp1	Auriculariopsis ampla	49,873,921	15,576	published	https://www.ncbi.nlm.nih.gov/pubmed/31257601	97359.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Auriculariopsis	Auriculariopsis ampla	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Auriculariopsis;s__Auriculariopsis ampla	8578.0	jrk00801		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium		smooth				
135	Aurvu1	Auriscalpium vulgare	39,647,923	16,945	published	https://www.ncbi.nlm.nih.gov/pubmed/34861049	40419.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium vulgare	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Auriscalpiaceae;g__Auriscalpium;s__Auriscalpium vulgare	9312.0	jrk00807		litter_saprotroph					leaf/fruit/seed		non-aquatic		Pinaceae_cones	filamentous_mycelium	agaricoid	hydnoid				
136	Babin1	Babjeviella inositovora	15,221,050	6,403	published	https://www.ncbi.nlm.nih.gov/pubmed/27535936	45609.0	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Babjeviella	Babjeviella inositovora	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__;g__Babjeviella;s__Babjeviella inositovora	6287.0	jrk00852		soil_saprotroph	nectar/tap_saprotroph				soil,sugar-rich_substrates		non-aquatic	arthropod-associated		yeast	none	none				
137	Basme2finSC	Basidiobolus meristosporus	89,489,060	16,111	published	https://www.ncbi.nlm.nih.gov/pubmed/28481340	423460.0	Eukaryota	Fungi	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus meristosporus	k__Fungi;p__Zoopagomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus meristosporus	8086.0	jrk00937		unspecified_saprotroph		hypervariable			leaf/fruit/seed,soil,dung,animal_material			animal_parasite/opportunistic_human_parasite		filamentous_mycelium	none	none				
138	Batsa1	Batrachochytrium salamandrivorans	32,636,440	12,471	published	https://www.ncbi.nlm.nih.gov/pubmed/28322291	1357716.0	Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales		Batrachochytrium	Batrachochytrium salamandrivorans	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__;g__Batrachochytrium;s__Batrachochytrium salamandrivorans	10097.0	jrk00954		animal_parasite	animal_decomposer				animal_material		freshwater	animal_parasite		zoosporic_only	zoosporangium	closed				
139	Bauco1	Baudoinia compniacensis	21,876,451	10,513	published	https://www.ncbi.nlm.nih.gov/pubmed/23236275	430998.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Baudoinia	Baudoinia compniacensis	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Baudoinia;s__Baudoinia compniacensis	3034.0	jrk00958		unspecified_saprotroph	rock-inhabiting				soil		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
140	Beaba1	Beauveria bassiana	33,693,936	10,364	published	https://www.ncbi.nlm.nih.gov/pubmed/22761991	176275.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;s__Beauveria bassiana	7026.0	jrk00961		animal_parasite	animal_decomposer		foliar_endophyte		animal_material		partly_aquatic	invertebrate_parasite		filamentous_mycelium						
141	Corbr1	Beauveria brongniartii	32,515,992	9,595	published	https://www.ncbi.nlm.nih.gov/pubmed/27071652	118266.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria brongniartii	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;s__Beauveria brongniartii	7026.0	jrk00961		animal_parasite	animal_decomposer		foliar_endophyte		animal_material		partly_aquatic	invertebrate_parasite		filamentous_mycelium						
142	Bifad1	Bifiguratus adelaidae	19,478,880	5,719	published	https://www.ncbi.nlm.nih.gov/pubmed/28876195	1938954.0	Eukaryota	Fungi	Mucoromycota	Endogonomycetes	Endogonales		Bifiguratus	Bifiguratus adelaidae	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonales;f__;g__Bifiguratus;s__Bifiguratus adelaidae	10381.0	jrk01024		soil_saprotroph					soil	mold	non-aquatic			filamentous_mycelium	none	none				
143	Bimnz1	Bimuria novae-zelandiae	78,183,505	16,681	published	https://www.ncbi.nlm.nih.gov/pubmed/32206138	147497.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Bimuria	Bimuria novae-zelandiae	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Bimuria;s__Bimuria novae-zelandiae	3752.0	jrk01033		soil_saprotroph			no_endophytic_capacity		soil		partly_marine_(partly_non-aquatic)	arthropod-associated		filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
144	Bisma1	Biscogniauxia marginata	45,592,449	11,381	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	110534.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia marginata	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia;s__Biscogniauxia marginata	7909.0	jrk01044		wood_saprotroph	foliar_endophyte		foliar_endophyte	wood_pathogen	wood,leaf/fruit/seed		non-aquatic		angiosperms	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
145	Bisme1	Biscogniauxia mediterranea	44,776,836	11,079	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	97377.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia mediterranea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia;s__Biscogniauxia mediterranea	7909.0	jrk01044		wood_saprotroph	foliar_endophyte		foliar_endophyte	wood_pathogen	wood,leaf/fruit/seed		non-aquatic		angiosperms	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
146	Bismed1	Biscogniauxia mediterranea	44,039,921	11,018	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	97377.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia mediterranea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia;s__Biscogniauxia mediterranea	7909.0	jrk01044		wood_saprotroph	foliar_endophyte		foliar_endophyte	wood_pathogen	wood,leaf/fruit/seed		non-aquatic		angiosperms	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
147	Biscog1	Biscogniauxia sp.	41,733,781	10,869	published	https://www.ncbi.nlm.nih.gov/pubmed/34797921	1896107.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia sp.	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia;s__Biscogniauxia sp.	7909.0	jrk01044		wood_saprotroph	foliar_endophyte		foliar_endophyte	wood_pathogen	wood,leaf/fruit/seed		non-aquatic		angiosperms	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
148	Bjead1_1	Bjerkandera adusta	42,730,300	15,473	published	https://www.ncbi.nlm.nih.gov/pubmed/23935031	5331.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera adusta	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Bjerkandera;s__Bjerkandera adusta	9088.0	jrk01051		wood_saprotroph	root_endophyte_dark_septate	plant_pathogen_on_some_hosts	root_endophyte_dark_septate	wood_pathogen	wood	white_rot	partly_aquatic			filamentous_mycelium	polyporoid	poroid				
